submission_date,reviewer_id,product_id,product_name,product_brand,site_category_lv1,site_category_lv2,review_title,overall_rating,recommend_to_a_friend,review_text,reviewer_birth_year,reviewer_gender,reviewer_state
2018-02-13 16:10:53,38433ad2a653b51a3983b1a68eea36b98c9f0a9a9378ad931265a1090b2c7369,27046604,REMOLD: Pneu 175/70R13 Remold Alfa Mais 80P (Desenho Pirelli P6) - Inmetro,,Automotivo,Pneus,Produto com defeitos,1,No,"O produto que comprei apresentou defeitos na primeira semana de uso. Comprei 04 pneus, dos quais 02 apresentaram problemas sérios, apareceram ""bolhas"" e furaram, já outros 02 nem tanto. Fiz contato com a empresa e não tive retorno. Muita atenção ao comprar/negociar com essa empresa. Logo após ocorrer o problema fiz contato mas retornaram apenas um e-mail para aguardar, passaram 15 dias e até agora nada.  lamentável...",1992.0,M,SC
2018-04-13 19:02:14,503eef68e4150c7c2aea20f165b985d9067d9941daf0dc9f4da2707da3fd6a5d,132769701,"Smart TV LED 32"" Philco PTV32E20DSGWA HD com Conversor Digital 2 HDMI 1 USB Wi-Fi Midiacast 60Hz - Preta",,TV e Home Theater,TV,joia obrigado,4,Yes,obrigadoobrigadoobrigadoobrigadoobrigadoobrigado obrigadoobrigadoobrigado obrigado,1972.0,M,RO
2018-05-11 09:28:35,77ed757e168cf9dd083b037af7c214121a7e48e65907a662bd01f3903215bc41,14360680,Máquina de costura Overlock semi industrial Overloque,,Eletroportáteis,Máquina de Costura,Máquina excelente!!!,5,Yes,"Muito boa maquina era o que estava procurando,não deu nenhum problema.",1986.0,F,SP
2018-05-08 11:43:04,9a378000572427c5769873b3e78c5f957edac94960438875f35b7c1354634370,131157729,"Smartphone LG K10 Novo Dual Chip Android 7.0 Tela 5,3"" 32GB 4G 13MP - Preto",lg,Celulares e Smartphones,Smartphone,Qualidade da câmera péssima,3,No,"A propaganda mostra uma imagem perfeita da câmera desse modelo, mas na realidade a câmera é horrível, parece que tem base na sua cara, embaçada, a qualidade de vídeo pior ainda, deixando a câmera de lado o resto do celular é excelente, som, configuração, tudo menos a câmera, pra quem quer qualidade nas fotos indico o J5, ele sim cumpre com as expectativas na qualidade das fotos.",1997.0,F,SP
2018-03-09 16:00:16,fa0f84f77b90bbd078bc0d9831faa1e1c6acb68b8b91bf958203783ca3ad27cf,132381765,"Smart TV LED 43"" Samsung 43MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz",,TV e Home Theater,TV,Gostei,5,Yes,sssssssssssssssshhhhhhhhhhhhhhhhhhoooooooooooooooooooooooowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww................................,1971.0,M,MG
2018-01-24 09:19:08,682f6d956c91b1f26ecd93f80b575a84d59ddc86092496bb3f9c126082c6ccdc,26696239,"Notebook Gamer Lenovo Legion Y720 i7-7700HQ 8GB 2TB GTX 1060 Windows 10 15,6"" FHD 81CQ0001BR Preto",,Informática,Notebook,Legal o produto,3,Yes,Mas a tabela de fps que ele alcança é meio mentirosa.,1999.0,F,SP
2018-04-21 21:26:52,60e822e2a2cf99821e834f66e2b326dac394d28535ca6ea9062dc5b1dc1605e2,7408885,Purificador de Água Consul CPC30AB Branco,consul,Eletroportáteis,Bebedouro e Purificador de Água,Amei,4,Yes,Maravilhoso pequeno porém muito eficiente água muito boa para se beber,1968.0,F,SP
2018-05-24 09:09:23,cddffbb29131a5533d22927b856f2c5d39b3ad59a65a1ab006c8449bad2c2d9e,132444771,"Smartphone Motorola Moto G 5s Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dual Cam - Ouro rosa",,Celulares e Smartphones,Smartphone,Minha esposa adorou,4,Yes,"Ótimo processador , muito rápido, não trava . Valeu a Pena.",1974.0,M,SP
2018-01-17 07:30:46,81c37b1e2f4602a7e6d54080c4c678c8b907b484baae58ba52452cdc7418cc88,132432809,Teclado Gamer Hardline USB Preto - Dazz,,Informática e Acessórios,Teclado,Exelente produto,5,Yes,Produto maravilhoso entrega super rápida antes do prazo recomendo muito,1983.0,M,SP
2018-01-23 06:15:19,60bc54ae6a41f7f91bbab76fe75487449c4c24fb585670f6d6a4bd612416baec,18979185,Cozinha Infantil Le Grand Chef Jr Azul/Branco 1311 - Calesita,,Brinquedos,Brincando de Casinha,Produto entregue errado e demora na devolução do valor pago,1,No,"Comprei a cozinha azul, chegou a rosa. Pedi a devolução do produto, vieram no outro dia e buscaram a cozinha e até hj estou esperando uma resposta sobre a devolução do valor pago.",1986.0,F,MG
2018-03-29 16:31:58,30e32a00ec6b2996cd0ab1feea83dc916d2573eb5400400160d141dc9539f111,24944907,Escrivaninha/mesa Para Computador Com 2 Gavetas Elisa Branco/amarelo - Permóbili Móveis,,Móveis,Mesa,produto excelente,5,Yes,otimo produto! de excelente qualidade e muito bonito também. adorei!,1988.0,F,SP
2018-03-06 15:25:02,74327753a701b31a9df5f2fd83ab9ad6ee0749d17c722165b482bdbd72ce8723,128721018,"Smartphone LG X Power  Dual Chip Android 6.0 Tela 5.3"" 16GB 4G Câmera 13MP - Azul Escuro",lg,Celulares e Smartphones,Smartphone,Amei!!!!,5,Yes,"Amei este smartphone!! É o segundo LG que tenho e mais uma vez NÃO me decepcionei com a marca. A bateria dele realmente dura bastante, carreguei no sábado a noite e só tive que carregar novamente segunda a noite. E ele é surpreendentemente leve pra um aparelho de tela 5,3. E além de tudo isso, ele vem com led, o que eu realmente não esperava...um led vermelho q fica piscando qdo chega notificações e que funciona pra outras funções tbm. Amei muito!!   Americanas parabéns pela entrega, chegou no sábado, 6 dias antes do prazo!!",1987.0,F,SP
2018-01-24 18:51:48,beebdc503108ed16eb15979774300a4784c5946e2c70db2f5760a179f2b68467,115859940,Escada de 7 Degraus Botafogo Lar&Lazer - Alumínio,botafogo lar&lazer,Casa e Construção,Ferragem,"Ótima firma para se comprar. Entrega rápida, antes do prazo combinado",4,Yes,"Produto de excelente qualidade, muito leve e bem resistente",1936.0,M,RJ
2018-01-05 08:01:59,233d4d78631e2d14b01d9a766ea95cc53388085775514b46337acddad95d9c65,127547927,Jogo de Toalhas Banhão Malta 5 Peças - Orb by Buddemeyer,orb by buddemeyer,"Cama, Mesa e Banho",Jogo de Banho,Já conheço,5,Yes,Está muito caro tem lugar vende o mesmo produto com frete grátis mais barato,1978.0,F,SP
2018-04-06 17:23:55,99805299b9961e429eabf5c507ad8cbdfc776023dadee386033f03a450c6097f,132126385,"TV 32"" LG 32LJ500B HD com Conversor digital  1 USB 2 HDMI",,TV e Home Theater,TV,Produto otimo,5,Yes,Produto era o esperado chegou antes da data... Estou muito satisfeita! Recomendo ...,1974.0,F,SP
2018-04-14 14:16:13,b49f8ebc3fba55dd245983d47ed54d5d0d9fc39ffe9fdbc5837da4c775e2bb88,19114553,Bateria Selada Moto Original Honda 5ah Dtz6 Fan/Titan/Bros 150 2009 Em Diante 12v5ah,,Miscellaneous,,Preço,5,Yes,"Sim ,por ser original  e tempo de entrega. Antes da data marcada",1963.0,M,RJ
2018-03-09 20:07:20,d5f5b58fd402ef7534e696d505596e1f1fdf2c7faf283f12d37305dca088f66c,26395044,Lampada H7 12v 55w Xtreme Vision 3700k 130% Mais Luz Philips,,Automotivo,Iluminação,Lampada H7 12v 55w Xtreme Vision 3700k 130% Mais Luz Philips,3,Yes,"Produto chegou antes do prazo. Bem embalado, bem protegido com plástico bolha. Recomendo o produto e também o revendedor. Parabéns a Americanas.com",1971.0,M,BA
2018-01-04 06:11:20,5b7d1d8a8be3dd42f1382d1eeee046cce3f4089b531abea8806d2092a9507d10,128479217,Volante Gamer G920 Racing para Xbox One e PC - Logitech,logitech,Games,Xbox One,Produto ótimo!,5,Yes,"Apesar do valor (muito caro), o produto é ótimo, bem acabado, materiais resistentes e facil instalação! Lojas Americanas de parabéns pela parceria junto a Logitec e quanto ao valor do frete (muito bom)! Produto recomendado!",1975.0,M,GO
2018-03-10 14:50:41,a40608bfd7b681e94b1915b09416f2e8959ba79f33647b220a089eeddbbc1c42,14635026,Conjunto De Panelas Rochedo Vitalle 6 Peças Xtreme Resist,,Utilidades Domésticas,Panelas,SATISFEITO,4,Yes,"Entrega rápida e eficiente, produto muito porém, porém frete muito caro..não compro mais",1952.0,M,SP
2018-01-01 04:12:32,6fb7f311f44940ce39ffd38e6f377818920643950d100194ee097cead11f8141,16161591,"Barra De Cereal Nestlé Banana, Aveia E Mel 60g 3 Unidades",,Alimentos e Bebidas,Barra de Cereais,muito bom,4,Yes,Até agora os produtos que eu comprei foram entregue certo. Obrigado que continua assim.,1980.0,M,SP
2018-01-11 08:16:20,3c7bf346e2e3a7605564f98ccf9ca9bae244bc8beae8d04299ea8dbb52e64d3b,17442871,Anabolizante Capilar 950gr - Creme De Hidratação E Fortificação - Forever Liss,,Beleza e Perfumaria,Cabelo,Ótimo,5,Yes,O melhor produto que já comprei todos acharam q tinha feito progressiva,1985.0,F,SP
2018-05-04 05:03:02,a809576b3f5a2c605c801526eeddb3a1eac115089082486c1dfcbf43fd6ad3bb,132390047,"Smartphone Samsung Galaxy J5 Pro Dual Chip Android 7.0 Tela 5,2"" Octa-Core 1.6 GHz 32GB 4G Câmera 13MP - Dourado",,Celulares e Smartphones,Smartphone,Gostei muito do produto e recomendei para minhas amigas .,4,Yes,"Ele é ótimo,  bateria gente e excelente,  super recomendo ...",1985.0,F,CE
2018-04-02 11:28:33,4c57ae7abddf140970c5c16598274129e0e2f28cdece6f8e3ba57abedd9fa892,132165721,"Notebook Samsung Expert X21 Intel Core  i5 4GB 1TB Tela LED FULL HD 15.6"" Windows 10 - Preto",samsung,Informática,Notebook,Simples e direto.,5,Yes,"Não existe no mercado um notebook com tela Full HD e teclado numérico por menos de R$2000,00. Parabéns a Samsung por enxergar isso!  Detalhe para quem irá comprar o produto: assim que você retirar seu notebook Samsung X21 da caixa faça o login com sua conta Microsoft (hotmail, outlook, etc) para que os servidores da Microsoft validem o Windows digitalmente direto na sua conta/e-mail. Depois formatem o computador e façam o login com a mesma conta, assim seu windows continuará original mesmo após formatado. Pois ele vem muito carregado, com diversas partições fantasmas de backup da samsung, que não servem pra nada e sem contar que a nova versão do Windows 10 (Late 2017) está melhor. Depois que eu fiz isso, o notebook melhorou 100%. Eu acredito que muitas avaliações negativas do produto se devam a isso, com uma formatação limpa ele é um foguete.",1989.0,M,PR
2018-03-07 17:54:44,5b5956260836826252d42204f768b5cf79deae11f6a5e3454ec658e672404462,17998481,Colágeno Sanavita - 300g - Original,,Suplementos e Vitaminas,Fitoterapicos / Funcionais,Excelente,5,Yes,"Gosto muito desse colágeno e regimento, tomo a 3 anos e maravilhoso.",1960.0,F,PA
2018-03-24 21:03:19,407350fe95fe1902ba62da535eb9e5405a9731e32a75a54e06d929e76a06ec08,124802216,Batedeira Cadence BAT550 Orbital Orbit Black Premium 8 Velocidades Preto/Inox - 400w,cadence,Eletroportáteis,Batedeira e Acessórios,Gostei,4,Yes,"Produto bom. Entrega nota 10. A única coisa que não gostei foi de não bater poucas claras, meus bolos tem de 3 a 4 claras, e não bate claras em neve nessa quantidade, necessitando usar a batedeira antiguíssima Philips Walita . T",1946.0,F,PR
2018-01-17 09:23:20,29c14e3464be0130a14909a8f0ac0ed8e98421a11f99e7724759f2ff73ed1bb7,111969771,Ventilador de Teto Arno Ultimate Branco Silencioso e Econômico c/ Controle Remoto,arno,Casa e Construção,Climatização,Atendimento péssimo do SAC e sem retorno das atendentes referente ao pedido.,1,No,"insatisfação, indignação referente a compra. Era para recebê-los até dia 4/01/2018 e até o momento não os recebi.   dentre milhões de ligações, fui informada que houve um problema com a transportadora terceirizada, que preciso aguardar....o cliente? comprei das Lojas Americanas, por tanto a responsabilidade é da mesma! As Lojas Americanas que me envie outros ventiladores até a transportadora resolver o que aconteceu com os sumidos.   DINDIGNADA, INSATISFEITA E FAREI UMA RECLAMAÇÃO NO RECLAME AQUI!",1977.0,F,SP
2018-04-17 18:58:36,0d08d81b2d99eab85f9515232266609205e65c62e7197045d4e56017e574cce7,18859293,Carregador Veicular Micro Usb Fonte Samsung Turbo + Cabo Usb Original (10- 30 Volts Entrada),,Celulares e Smartphones,Acessórios para Celular,Não recebi,1,No,Comprei o produto no dia 18/03 e já estamos no dia 17/04 e nada. Quando tento clicar no link para cancelar a entrega fica carregando e não consigo cancelar.,1997.0,M,TO
2018-01-31 07:14:11,9403a0b3441e7661bdf9e4f22cf333b41c743c507b4ca18974f245a3b66fd276,119596737,Máquina de Cupcake Mondial Maker Pratic Cupcake Preto/Inox,mondial,Eletroportáteis,Cozinha Criativa,Aparentemente um produto bom,3,Yes,"Eu ainda não o utilizei, mas veio em perfeitas condições.",1990.0,F,RJ
2018-01-29 14:11:09,e9b99a6dfc80c02c28b519182b50bdaa2e2cac8ffe407eb77f18eb6745ab6b93,121163797,Console Xbox 360 4GB + Controle Sem Fio + Jogo Peggle 2,,Games,Xbox 360,Compra não entregue,1,No,Fiz uma compra em 01/12/17 de um  console Xbox 360 entregue pela game express e hoje 29/01/18 ainda não recebi o produto e nem retorno do que esta acontecendo. Descaso total senão tem o produto devolve dinheiro do cliente.,1981.0,M,RJ
2018-01-12 18:06:31,69dd749a8f8293c45f4b40358d229cde6babd2001057e63de584d676d77af06a,28286465,Subwoofer Bluetooth Caixa De Som Home Theater Radio Portatil Com USB Sd Rca 5w Knup,,Áudio,Micro System,"anuncio diz 45 w , nao tem nem 4 w",2,No,sintoniza muito ruim de radio . quaze nao há . nao recomendo,1971.0,M,SP
2018-01-08 10:54:27,cf301eaad708f05f622bcf5f4f1de518155ea9b13582ea553432d33f289db34f,19544022,Bala De Gelatina Minhocas Brilho 500g - Fini,,Alimentos e Bebidas,Bomboniere,Delicia de produto,5,Yes,Chegou rápido e é gostoso demais. Tudo dentro dos conformes.,1998.0,M,SP
2018-05-04 11:03:43,9028da9a7f30b6bae23f2ea9843be4347cec62e095eec982dc2f7d490caface2,13982153,Organizador De Roupa Initma Para Gavetas - Kit 4unids,,Utilidades Domésticas,Caixas e Organizadores,"MT bom. Pratico,  Vc consegue ver td. Amei",5,Yes,"MT bom. Prático, vc consegue ver td arrumadinho e na hora de pegar tbm fica mais facil.  Amei",1970.0,F,RJ
2018-05-01 03:06:01,ad7305f7e3b94131c8978c68f37af00a0b079c39232312dcbbba53e3994a917a,132381829,"Smart TV LED 49"" Samsung 49MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz",,TV e Home Theater,TV,Produto otimo,4,Yes,"Tv mto bonita , liga bem rápido , som alto , imagem ótima. RC pode comprar q vcs vão gostar.",1965.0,M,CE
2018-05-05 12:04:14,68b7915cd34d0412ef66db04f77b2d257d589291541752388671cedc6f693a8c,18640026,"Colchão Solteiro Espuma D33 0,88 Supreme Anti Ácaro / Anti Fungo / Anti Alérgico Gazin",,Móveis,Colchão,Otimo colchão!,5,Yes,"Entrega no prazo, veio bem embalado, ótima qualidade!",,F,PR
2018-03-20 13:29:45,8684f525e6af056fa7cb0cd33ffb8bff050f91adfead885a4d4caed0e029519f,131471591,"Smart TV LED 40"" Toshiba 40L2600 Full HD com Conversor Digital 3 HDMI 2 USB Wi-Fi 60Hz - Preta",semp toshiba,TV e Home Theater,TV,Maravilhosa,5,Yes,"Excelente compra, melhor preço, bem embalada, chegou rápido, fácil de instalar e funciona a internet, netflix,  tudo direitinho.",1986.0,F,RS
2018-05-10 21:46:12,3f05d289ef6930c88d94b98248daee896734ca9c37be848267e95e7a891411e4,27546822,Centrífuga De Alimentos Britânia Juicer 700 - Preta - 220v,,Eletroportáteis,Centrífuga e Espremedor de Fruta,Frustrado pelo serviço NÃO prestado...,2,No,,1976.0,M,MG
2018-01-17 14:36:47,ddc13b3c2e276137c7b92ca4785e454c35c8289875a6277cfce40ad30a20c7b9,129543938,"Smartphone Samsung Galaxy J7 Prime Dual Chip Android Tela 5.5"" 32GB 4G Câmera 13MP - Dourado",samsung,Celulares e Smartphones,Smartphone,"ótimo produto, recomendo!",4,Yes,"O produto chegou antes do prazo, bem embalado . Estão de parabéns",1981.0,M,SP
2018-01-25 08:59:48,59daf7d0288af6a0326e2f4075c43e9c93b43bc906e6630175c212760fdd14c3,132439701,"Smart TV LED 39"" Philco PH39N86DSGW HD com Conversor Digital 3 HDMI 1 USB Wi-Fi Closed Caption e Sleep timer",,TV e Home Theater,TV,Otimo custo  beneficio,4,Yes,"Chegou bem antes do combinado, sempre um ponto positivo de se comprar na Americanas!  A Tv e boa, supera as expectativas, de facil manuseio e tem WiFi, conecta ao Youtube, facebook e twetter. Recomendo.",1966.0,M,MG
2018-03-29 06:32:27,fd56167b941c3eb84b4d833e0ee6242371db1001f84da3a5f8449ae8f14eb064,15901159,Celular Lg G360 Dual Sim Flip Tela 3.0 Câmera Rádio Fm Preto,,Celulares e Smartphones,Celular Básico,Vale a pena comprar,5,Yes,"Excelente aparelho, comprei um para minha mãe há um ano atrás e até hoje funciona direitinho, agora comprei outro para meu pai",1967.0,F,PE
2018-03-28 20:14:46,ff7b6ff8c5808038331be1dfabab573dd7ddc531955d60801e16704d29d91fc8,131157761,"Smartphone LG K10 Novo Dual Chip Android 7.0 Tela 5,3"" 32GB 4G 13MP - Dourado",lg,Celulares e Smartphones,Smartphone,PERFEITO.,5,Yes,"Se eu for contar detalhes vai demorar muito. perfeito em tudo, fotos, video e outros serviço Foi o cel dos meus sonhos, entrega em 8 dias Eu recomendo. parabéns americanas. super feliz",1967.0,M,MG
2018-01-20 17:48:24,fabb6d930cca7c9fd041864828795bb2f0323a401ff9e596d7c09d0050ba23a8,15212175,Cortina Para Sala Ou Quarto 2 Metros Floratta Estampada,,"Cama, Mesa e Banho",Cortina,ótimo produto,3,Yes,tudo como descrito no anuncio  com tempo de entrega otimo,1979.0,M,SP
2018-01-26 16:55:13,2f2f26af6c2747aa5d977c7a3bf0dc71ca8217b9325cfdc2f788f6cb3b3e0e11,18227951,Carolina Herrera 212 Nyc Seductive Masculino - Body Spray 250ml,,Beleza e Perfumaria,Perfumaria,Desodorante sensacional,5,Yes,Desodorante que mais parece um perfume. Cheiro fixa bem (claro não é igual ao perfume). Excelente compra !,1985.0,M,RJ
2018-05-06 10:07:33,02628093d5af8343282ea60fe2fc9480b14c266c8c3c9c8e3f762ee983c66be5,28225875,Conjunto De Mesa Para Sala De Jantar Polonia Com Vidro Preto e 6 Cadeiras Jady Nogueira/Dakota,,Móveis,Sala de Jantar,Produto incompleto muito insatisfeito,2,No,"Comprei um conjunto de mesa e um Buffet chegou atrasado e faltando muitas pecas, a mesa falta a base e o manual de instruções e nao veio nada do Buffet, estava precisando com urgência.",1956.0,F,MG
2018-03-15 17:40:14,2a7955670f0da5944cda8e1211e4621a32933110346c5a895d4f8a809102d4c8,9502713,Suporte P/ Notebook C/ Cooler Gamer Warrior - Ac267,,Informática e Acessórios,Peças para Notebook,Faltou peca,2,No,Recebi o produto sem o cabo Usb que alimenta a energia.alem de 20 dias de espera para entrega.,1978.0,M,SC
2018-02-26 06:17:18,d0ba8abe489f28d9f4cbccd0d44bba4079fb5193889314beb90f64a4f99d96d5,120729832,Totoka Plus Cardoso Brinquedos Eletrônica Menino,cardoso,Bebês,Passeio,Não recebi,3,No,Não tem como avaliar um produto que não recebi!!!!,1987.0,F,SC
2018-01-08 10:03:11,f4e866adac7e90e428ff82d9103a2f1d8aa05ee7b69be4c15e12d7f6a1ff7f5b,132620906,"Notebook Acer A515-51G-58VH Intel Core I5 8GB (GeForce 940MX com 2GB) 1TB  Tela LED 15.6"" Windows 10 - Preto",,Informática,Notebook,Excelente notebook.,5,Yes,"Ótimo custo e beneficio pela configuração, recomendo.",1985.0,M,PR
2018-05-04 17:09:17,b674cd797e1f7f0b3b7873c600a37a10024c231d6bedd38cc44645c2950d6b6a,19113481,Jaqueta California Racing Tradicional Preta,,Automotivo,Vestuário para Motociclistas,Califórnia,5,Yes,"Excelente não passa frio, ótimo custo-benefício, pode comprar tranquilo",1984.0,M,SP
2018-05-03 07:20:33,b7c27f389fae2aeb34f4cd8ba441d8452d3fc472d3de4e7565627b09cdfdfa88,13013409,Carrinho De Praia Com Alça E Acessórios Cotiplás Play Time,,Brinquedos,Praia e Piscina,Muito bom,4,No,"Gostei, esse é ótimo. Perfeito para as crianças brincarem.",1984.0,F,SP
2018-03-27 14:26:06,3e094a694377eb2340c0fdaa616b78fd90a74397c44fc9aab25bdfb8e4e73bfa,18913368,Chapinha Prancha Profissional Nano Titanium 1 1/4 Até 450ºF - Bivolt,,Beleza e Perfumaria,Cabelo,.,3,Yes,"O produto ok, mas a entrega demora muito e passa do prazo.",1987.0,F,SP
2018-01-10 12:48:32,e1c6ac9b73615c2eaa12820d47bb2792e1c933705d3e96f16ded8c8ffd6d490a,18758475,Mini Caixa De Som Bluetooth À Prova D Água Portátil Microfone Viva A Voz Ventosa - Min8 Nb523,,Áudio,Dock Station e Caixas Bluetooth,Produto Quebrado / Reembolso da compra não realizado pela empresa.,1,No,O produto veio quebrado e ainda não recebi o reembolso do cancelamento do mesmo. A central de atendimento não possui opções para contato direto com o atendente. Me sinto enganado.,1984.0,M,RJ
2018-04-04 18:27:31,23a6c43c3a93050e3b8f55e9bf0ac3a7819c3c79de3a7e3b9c1679d5f6984b70,27229709,Perfume Masculino Udv For Men - 100ml,,Beleza e Perfumaria,Perfumaria,Boa compra,4,Yes,"O fornece não cumpriu prazo nem deu atenção necessária, ainda assim, recomendo a compra",1955.0,M,ES
2018-04-28 10:12:54,ff2887c07de20e00b777d291588c6ffcec7fe24437c035e33724c675d8a95797,125404615,Aspirador de Pó Electrolux Equipt 1800W 3 Litros Verde,electrolux,Eletroportáteis,Aspirador e Vassoura Elétrica,Ótimo produto,5,Yes,"Aspirador muito bom e potente, conforme o anunciado. Recomendado!",1977.0,M,DF
2018-05-11 18:46:43,47eb75df003684cdd28856e07ac5a44c2d5de53559e34bc3f361dcbc536f55af,133108701,Livro - 12 Heróis,,Livros,História e Geografia,como vou avaliar se não recebi o produto ....,1,No,"Como vou avaliar se não recebi o produto ? estou esperando a resposta e nada .... saraiva/americanas.com, uma parceira que não funcionou ... péssimo !",1978.0,M,SP
2018-03-02 23:40:55,67ef7db4c319563d7d425a15d7358904bddc7558cb27ab455d1e066d68bd9446,113150110,Game Grand Theft Auto V - PS3,t2,Games,Playstation 3,Produto original,4,Yes,Gostei muito do produto! Chegou antes do prazo combinado.,1952.0,M,SP
2018-01-15 04:33:33,afc1f19f13c626a60a1e129e95f99c47a93fc1a30110ae6e12f0b3b1789cc728,19048181,"Soquete Sextavado Para Vela 16mm Encaixe De 1/2"" Com Borracha Interna Maclauren",,Ferramentas e Jardim,Ferramentas Manuais,muito bom,4,Yes,"Produto muito bom, recomendo. A borracha interna auxilia muito na retirada da vela, evitando dela cair, pois quando se retira o soquete a vela vem junto.",1982.0,M,SP
2018-02-23 15:30:13,d010105cd6a722bbe8cc4b254ceb73cad69cfa9180f13608fb81f00d55ea6ccc,9465622,Revlon Uniq One All In One Hair Treatment Leave-In - 150ml,,Beleza e Perfumaria,Cabelo,Muito top,5,Yes,Deixa o cabelo maravilhoso ameei...se eu soubesse que era tão bom teria começado a usar antes!!!,1995.0,F,MS
2018-01-18 09:58:05,9203aadc1daf1600b38d81a30dd6a9244739848e6e1aa2db1ff60e474a282d77,20915576,Omega 3 - 120 CAPSULAS - Catarinense,,Suplementos e Vitaminas,Fitoterapicos / Funcionais,Ótimo produto,4,Yes,O produto é bom pena ter demorado muito para chegar. Nunca tinha visto tanta demora.,1969.0,M,RJ
2018-03-13 16:31:31,f142037060f1c261b112b248ad3cc36837aa4ccb2194e0d89f85dd2b3ca0304e,129712332,"Smartphone Lenovo Vibe K6 Dual Chip Android Tela 5"" 32GB 4G Câmera 13MP - Grafite",motorola,Celulares e Smartphones,Smartphone,RECOMENDO O PRODUTO,3,Yes,,1959.0,M,SP
2018-05-14 19:13:04,5873bd48f7bdff6b034b0ecd303263bb36f324d2d6f639af41535d65910f001b,34059332,Squishi Dee-Lish Série Shopkins - Sunny,,Brinquedos,Bonecas,"Na foto aparece serie 2, e entregam serie 1",1,No,"Imagine a decepcao da minha filha de 5 anos, quando ao abrir a caixa, percebeu que era o produto da serie 1 e a compra foi baseada pela foto, que mostra a serie 2. Ou seja, propaganda enganosa...",1979.0,M,SP
2018-01-10 10:37:31,49b283ff111364e11acd4a5fea083e191c186990b6bb5cab05fda5bdfbf9b40d,25107550,Luva Escova Magnética Tira Pelos Dos Cães E Gatos,,Pet Shop,Cães,Bom,3,Yes,"A luva é boa, mas realmente os pêlos curtos não aderem tanto, voam mais do que ficam na luva. Mas acredito que para pêlos mais compridos a eficácia seja maior. Vale pela massagem e pela praticidade ao passar no animal.",1980.0,F,SP
2018-02-06 08:54:18,63931381ff762ff98e9f1a7db20c92703668e4a12dcd110c842fc7009c102641,22837421,Controle Bluetooth Sem Fio Joystick Para Celular Smartphone,,Celulares e Smartphones,Acessórios para Celular,Avaliações inusitadas.,1,No,"# Mau funcionamento (desliga sozinho). # Conecção lenta e limitada. (Não funciona bem em smat tv, não sincroniza com vários celures que tentei, nenhum que usasse Android 5.0 ou maior. # Frágil (pra criança não dura uma semana). # Não tem mostrador de bateria (vc nunca sabe se a bateria ta cheia, se ele ta carregando corretamente, se a bateria ta acabando)  Percebe-se que as avaliações positivas são em sua maioria de pessoas que deram como presente. Logo, o presenteado tende a dizer que adorou. Mas quem compra pra uso próprio avalia como ruim, pois ele é de fato pessimo. Dinheiro jogado fora.  Para um custo/benefio bom, preço justo seria R$10,00.",1983.0,M,MG
2018-01-09 19:49:51,7cad742c3b8997edee55da90e4e323a6c6a0c72b70942ec48dcd79bb6b9f89ed,132620906,"Notebook Acer A515-51G-58VH Intel Core I5 8GB (GeForce 940MX com 2GB) 1TB  Tela LED 15.6"" Windows 10 - Preto",,Informática,Notebook,melhor custo x benefício,4,Yes,"Comprei um notebook deste A515-51G-58VH na promoção de natal e paguei 10 x 219,90 sem juros, vale cada centavo, é rápido, não esquenta, a bateria dura até 6 horas se estiver só navegando e vendo vídeos, mas jogando a bateria só dura umas 2 horas, ele é leve, silencioso demais, teclado confortável para digitar, o único porém é a tela espelhada, tem muito reflexo, e não é 1280x720 e sim 1366x768, ou seja, diferente de como é anunciado em alguns sites na internet. Mas eu recomendo.",1974.0,M,MG
2018-04-30 09:38:27,0182adcd7425696dd75fe42fc62ac88cca3bd827beebb7c75a6024b26734a174,132581732,"Smartphone Asus Zenfone 4 Max Dual Chip Android 7 Tela 5.5"" Snapdragon 16GB 4G Wi-Fi Câmera Dual Traseira 13MP + 5MP Frontal 8MP - Dourado",,Celulares e Smartphones,Smartphone,Produto muito bom,5,Yes,Celular com excelente custo-benefício.  Bonito e de fácil manuseio. Atende todas as necessidades perfeitamente.,1981.0,M,RS
2018-05-06 10:16:52,35bb75beda1eff8627387e30f9c6d0489ce44eedacfd4ec392ad450137a70193,13165238,Monitor De Pressão Arterial De Pulso Techline Bp-2208,,Esporte e Lazer,Monitor Cardíaco e Acessórios,Produto excelente,5,Yes,"Produto de ótima qualidade, chegou tudo certo, recomendo.",1999.0,F,MG
2018-01-10 10:11:45,81726ad3a11ec7d49e6b3c8e03374b6b6036760777a4816d9a6d0de4699d73ee,131756641,"Smartphone Lg K10 Power Dual Chip Android Tela 5,5"" Octacore Android 7.0 Nougat 32GB 4G Wi-Fi Câmera 13MP - Dourado",lg,Celulares e Smartphones,Smartphone,LG K10 power,5,Yes,"dentro da sua categoria de preço, produto excelente.",1978.0,M,RS
